Odorscenes,activ 0,activ 1,activ 2,activ 3,activ 4,activ 5,activ 6,activ 7,activ 8,activ 9,activ 10,activ 11,activ 12,activ 13,activ 14,activ 15,activ 16,activ 17,activ 18,activ 19,activ 20,activ 21,activ 22,activ 23,activ 24,activ 25,activ 26,activ 27,activ 28,activ 29,occ 0,occ 1,occ 2,occ 3,occ 4,occ 5,occ 6,occ 7,occ 8,occ 9,occ 10,occ 11,occ 12,occ 13,occ 14,occ 15,occ 16,occ 17,occ 18,occ 19,occ 20,occ 21,occ 22,occ 23,occ 24,occ 25,occ 26,occ 27,occ 28,occ 29,odoAmt 0,odoAmt 1,odoAmt 2,odoAmt 3,odoAmt 4,odoAmt 5,odoAmt 6,odoAmt 7,odoAmt 8,odoAmt 9,odoAmt 10,odoAmt 11,odoAmt 12,odoAmt 13,odoAmt 14,odoAmt 15,odoAmt 16,odoAmt 17,odoAmt 18,odoAmt 19,odoAmt 20,odoAmt 21,odoAmt 22,odoAmt 23,odoAmt 24,odoAmt 25,odoAmt 26,odoAmt 27,odoAmt 28,odoAmt 29
Odorscene11,2.439836485864027e-19,0.002452611423459711,0.0002958601008109097,5.874362327882794e-45,1.5187550272169252e-24,1.9940681758759933e-16,3.808008899733496e-20,1.4519704627033826e-32,3.605395633858439e-41,1.7519959046993122e-20,0.06086938578257843,1.2332961136716145e-33,3.546305891883693e-28,1.6101323598790477e-35,1.6252676413889255e-42,1.7209380731031424e-09,1.5425324387735178e-14,7.017639532547973e-19,2.814349573160739e-42,4.8537264421965265e-30,0.07411547650322133,2.571647287835393e-19,0.030208505657932722,1.8827432593753687e-30,1.044055392640763e-09,1.1636737594225925e-62,4.68039645631971e-33,9.835378980786697e-14,1.29283925727747e-29,5.089558117963544e-36,3.00284838603338e-09,0.006136668925655621,0.0019075826699068961,3.000000603662153e-09,3.00082419337241e-09,3.1535483654367065e-09,3.0399162151689514e-09,3.003514084965558e-09,3.0063597712444857e-09,3.0210612151457307e-09,0.13988000504609494,3.0000014575274615e-09,3.0011301967783594e-09,3.000002231124727e-09,3.000465027753832e-09,1.9429560003887136e-07,3.062696857341264e-09,3.256125483073167e-09,2.9999999924605618e-09,3.0002688252879143e-09,0.134980168684154,3.014472766572865e-09,0.054272154747475244,3.000574038167907e-09,3.2934593495940685e-08,3.0000000755691975e-09,3.0313126036306892e-09,3.1544515765803456e-09,3.0126238715919496e-09,3.0000000235626723e-09,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0
Odorscene12,2.382727481408988e-09,1.8610864447614077e-17,1.0038129117665456e-30,1.8371703710093118e-23,4.183067231692145e-30,1.511338946088909e-16,6.77091791785813e-29,1.0356514428276621e-22,2.367386955678451e-21,3.5391101343676296e-59,5.138337059264752e-17,4.0479189468460115e-37,1.1366910002556219e-44,5.021925907319312e-31,1.749926742692257e-15,0.06390361109977712,9.494225981774732e-20,1.795298997483682e-29,1.9741822243057796e-28,1.0643627694506382e-16,2.341070114737428e-09,5.031917053619031e-13,3.9456862963873786e-54,4.032296995500848e-31,4.664177919891848e-28,2.4654792764821847e-06,7.675418022644859e-12,3.620625682108458e-13,6.873038333300081e-18,2.984403067741706e-35,7.605751904698805e-08,7.235978177205449e-09,3.500034236685482e-09,3.586847891770365e-09,3.5000049194421427e-09,3.892936426976546e-09,3.5000657544131833e-09,3.621073677873439e-09,3.500063025006509e-09,3.4999999877500022e-09,3.6553353391692495e-09,3.506208625492312e-09,3.5000010583447968e-09,3.524194685584931e-09,3.7386729173992565e-09,0.15434641332772728,3.5059086842464283e-09,3.5789329646773822e-09,3.500000810766468e-09,3.584795273357201e-09,4.496439542698831e-06,9.650079364222194e-09,3.5000000845213745e-09,3.512637521017335e-09,3.5000002006435068e-09,1.4644151907618331e-05,8.121677910834736e-09,3.738775505279597e-09,3.590759021646566e-09,3.4999999895811944e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
Odorscene13,2.890399964990122e-17,3.2687877831308273e-13,6.585053923213837e-14,5.854969942299842e-13,2.4384719476523672e-11,1.790376961373744e-08,2.1924541840958273e-11,3.3128685572846565e-11,1.9240114688645504e-22,1.6634800103668016e-21,3.3868749279067888e-15,6.827859588329646e-11,3.834978634122065e-16,4.030042851858717e-22,1.1747054708706367e-08,7.046329723329447e-19,3.039552646106359e-11,1.2344125415503837e-17,1.7217324522238103e-17,4.237405917028674e-20,1.713325362201799e-17,2.6208150054889154e-12,3.759822965400052e-20,7.976246167451015e-17,7.65908821831589e-21,6.7207253854419726e-12,2.5028623793316587e-15,9.409502291807388e-06,2.826726706129705e-10,5.127135956355465e-20,4.131998829072663e-09,4.00007008892887e-09,4.001629129162623e-09,4.918127368358859e-09,4.356278779002007e-09,5.113575371549746e-06,4.319626893127286e-09,4.570073513644743e-09,4.005963625370395e-09,3.999999987404338e-09,4.000003551177175e-09,4.244705501735414e-09,4.000204151616091e-09,4.000000002210252e-09,1.689188978034036e-07,4.048597244545313e-09,7.190212583557021e-09,3.99999998625943e-09,4.0000797607163656e-09,4.0002266809399725e-09,4.420984282646251e-09,4.430019072148807e-09,4.204197699427845e-09,4.0000290248272566e-09,4.000019914392199e-09,4.234825251612573e-09,4.046501679724523e-09,1.803145201082023e-05,8.04029723690211e-08,4.021397531583647e-09,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Odorscene14,1.440165830607269e-11,3.362616280731619e-17,4.529985071884714e-12,5.463780292173608e-11,4.770678160645178e-13,9.726712630310911e-17,6.165108765119292e-13,3.094181128147443e-08,1.2316618300294889e-18,1.61660100135314e-24,6.107644898982688e-18,1.3017948151730508e-11,1.0243675789218232e-12,4.747773974640688e-16,3.093188981530039e-09,6.704582892424149e-13,1.329249001414556e-12,2.3457002947039116e-11,1.418989428476378e-12,6.9808112384933835e-15,3.599564392140974e-14,4.19756357096473e-16,3.2970557086659654e-13,2.7444376519681083e-16,2.8492319834944012e-12,1.3313263348056246e-18,1.3338286593092063e-12,1.1034533866580992e-19,3.1991490414872147e-15,6.878232808572035e-14,4.560685157040996e-09,4.500000180912761e-09,4.547898544238424e-09,4.701774492031738e-09,4.51870751181548e-09,4.500004441250968e-09,4.526977953190072e-09,9.027225760619821e-08,4.499999979752203e-09,4.499999979750001e-09,4.500000454492733e-09,4.869485111175814e-09,4.563485531313795e-09,4.500209863005695e-09,1.6411509711867027e-08,4.519145087936406e-09,4.56927190705362e-09,4.59290470518097e-09,4.527718486505474e-09,4.50005730027171e-09,4.505457790747737e-09,4.499999980048308e-09,4.51949363995905e-09,4.499999999229394e-09,4.5038480012428435e-09,4.499999991801762e-09,4.554829512176815e-09,4.499999979926926e-09,4.500000153356977e-09,4.503508875698084e-09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
Odorscene15,1.2627448510878046e-20,5.7253349682127545e-15,1.7835204638201728e-10,1.7416777728629794e-14,2.0551931963373937e-14,1.6950529713634975e-10,2.380243702131478e-11,2.8598095018419586e-16,3.135472414662441e-11,6.231309398321362e-14,5.68915914132793e-11,3.214086159175445e-21,2.192294533042152e-20,1.610195198626345e-07,1.75720694021604e-17,9.717693450208036e-15,2.18408582263203e-12,6.93894940235192e-12,4.04386297930692e-14,8.426473185597027e-13,7.205189664784152e-10,3.8885926356280173e-13,2.1870117988976742e-18,1.7764497841427254e-18,0.017431899645268725,3.874460716756275e-27,5.279810581297968e-19,2.2018068157626773e-11,3.672529879501598e-12,9.880047700913007e-20,4.9999999750000005e-09,5.000193750447739e-09,6.317892503226647e-09,5.000180982596583e-09,5.00057587445419e-09,6.856878653325026e-09,5.105677003427571e-09,4.9999999786850934e-09,5.492983865963969e-09,5.0006815453539124e-09,5.916621824039568e-09,4.9999999750000005e-09,4.9999999750000005e-09,3.175329276623876e-07,5.0000007938481796e-09,5.000038818041205e-09,5.069973484798631e-09,5.215066971150639e-09,5.000044388353743e-09,5.0340982449578044e-09,1.1171252776572552e-08,5.00022015992748e-09,5.000000230252754e-09,5.000000141064075e-09,0.021292588256037217,4.9999999750000005e-09,4.999999976448912e-09,5.220482758118875e-09,5.016130536632205e-09,4.9999999750003785e-09,2.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Odorscene16,4.839191560420079e-16,5.990477579611036e-12,6.686943635318125e-13,1.2151555919658205e-15,7.437211078875195e-12,1.802310223723281e-19,1.2280944545658904e-12,9.024864462541503e-12,1.0872041855041627e-11,3.425583778120263e-11,4.3719689700408594e-13,3.998154045316679e-05,2.4649000783773833e-20,6.2920033009160845e-30,2.3308015891564256e-31,0.0001566074560229971,1.7695155887750868e-13,5.6813861990650444e-14,2.1037591963224353e-13,1.7527989307305765e-15,1.908997075534346e-12,3.1695464278045606e-09,7.501861375648379e-13,4.842359216981271e-13,1.2621045345217789e-17,3.099026592698916e-10,5.643435416155643e-22,2.2679246441945983e-22,1.541315409036972e-05,1.1659927719905093e-12,6.000000040895695e-09,1.7774752146064068e-08,6.001105174471271e-09,6.000433074044529e-09,6.017792711136673e-09,5.999999964890418e-09,6.000761179416676e-09,6.2128740220088114e-09,6.300885717171185e-09,6.117847242271466e-09,6.019315829592109e-09,8.060003932748191e-05,5.999999964258653e-09,5.9999999779015274e-09,5.999999963999994e-09,0.0002750543268981938,6.017386109477776e-09,6.000864473081218e-09,6.003451646913467e-09,6.006248162479341e-09,6.0026951154982814e-09,1.3762675507546799e-08,6.029869349235373e-09,6.0360155131216655e-09,5.999999966315421e-09,9.535904092217851e-09,5.999999964256469e-09,5.999999964025615e-09,3.37218492407861e-05,2.045943336125879e-06,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
Odorscene17,5.545286347902712e-22,7.975675339480367e-128,5.128207972601427e-13,1.0526373986297551e-44,0.003693546038728223,1.157675381794271e-48,5.040397058940068e-21,7.375731801092875e-93,3.7466758740012635e-43,1.2615116408446119e-62,5.2203318248159735e-62,1.1958133189058249e-124,3.777625856474965e-52,4.980655592785429e-32,4.2364059415863354e-40,5.363302323630733e-87,2.190226723805916e-32,5.1003750970389115e-37,7.12179182481129e-05,2.064934096660734e-33,2.4949611333544935e-08,2.126579275721035e-41,5.19254041569798e-28,0.00021480192811239627,5.132500420376478e-05,2.751242190660445e-23,3.4213464684650214e-11,7.106394998353386e-139,1.5222164114283493e-56,0.028497983253176498,9.165447185391558e-08,7.000000002787431e-09,7.396189122398325e-08,7.018257227481699e-09,0.017269222408921415,7.190847220209768e-09,7.279749448287743e-09,7.000494176737515e-09,7.80349875514968e-09,7.000026038286824e-09,7.000268379539937e-09,6.999999959063365e-09,7.000647135845829e-09,7.46062780501663e-09,7.00972093887157e-09,7.00844464687043e-09,7.009617532679405e-09,7.2176843978971365e-09,0.01391827737332542,8.498481956374734e-09,0.0006103665528066337,7.004493776294982e-09,7.261941155672133e-09,0.002140405236045617,0.001214879956269406,2.0583345825756953e-08,9.760572529050004e-08,6.9999999577468275e-09,7.0004744764107e-09,0.14930033136357412,4.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Odorscene18,1.1398473120155497e-27,1.1405227924705905e-34,5.547258880760124e-38,1.9621609829650002e-126,4.867987956529669e-53,2.4106477098853197e-74,4.851289799408305e-16,1.4610204685337928e-61,1.5931865993344302e-50,1.0354795331058039e-09,5.49454933238606e-40,1.394539201641616e-23,3.6094573410384825e-07,1.2810033021944976e-26,2.0872534999634367e-21,1.3496359675567285e-14,1.0046175810726239e-31,7.127152354140503e-28,9.833973800656614e-50,4.800558923409884e-05,2.2340459757415948e-29,3.832276812407362e-16,6.590296464288553e-57,7.044121334559735e-16,7.302537284976533e-17,3.3263726017708166e-75,1.3350286752510424e-18,1.0778079280763196e-90,1.651655389536504e-54,2.0505186542408987e-14,4.297565992984775e-08,8.040782716223339e-09,8.010122279311347e-09,8.000104230682686e-09,8.000004862441928e-09,7.999999962562552e-09,3.43584706530569e-08,8.001534390421558e-09,8.120103883385327e-09,1.5420336851492298e-06,8.002594126961886e-09,1.311960293819245e-07,0.0034382562616550264,8.039951961506779e-09,3.701222694435476e-08,1.726258228139501e-05,8.008344626680691e-09,8.005205524176983e-09,8.08596627205064e-09,0.0049660642471876055,8.040420547110184e-09,8.987710882299795e-09,8.016204051984956e-09,9.052435131051197e-09,8.653444567510792e-09,8.000648262423612e-09,1.2737327686302058e-08,8.000035968780877e-09,8.003749016991955e-09,2.0019016428988867e-07,1.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0
Odorscene19,1.5637208946774923e-11,2.9323402661056345e-29,9.277511018240918e-06,8.44924380919836e-09,2.461054721979555e-09,3.806161293924868e-19,6.011376436250199e-20,2.5778273790461523e-26,7.03900358405167e-13,9.823134603235617e-07,2.281498248518392e-12,2.922436766624416e-17,2.6005048280398663e-10,1.971483246099961e-11,5.135322323392725e-05,2.5359932975053482e-18,4.553283395451763e-15,7.911849235131341e-34,9.064589354315077e-29,9.235087349069919e-24,3.795433181065741e-70,2.5392196021422682e-11,1.641709342881188e-36,1.7035479703796658e-07,6.4574298907672136e-09,2.1578139138368314e-11,4.0933706201601204e-45,2.2049542567411666e-19,1.913906793208747e-34,7.987087465311777e-19,4.6681001174168975e-06,9.068238712261451e-09,0.0032576190300734795,4.968454045614548e-05,4.93634418542854e-07,1.1171706825998779e-07,9.402037201600582e-09,9.271318718869348e-09,2.1595920461560804e-08,0.00014096566298006503,1.57656093475786e-08,9.36108534495227e-09,1.5874598623412432e-06,3.3633226954679585e-08,0.005386057572966635,9.992752508924674e-09,1.3357102648351165e-07,9.01709585398717e-09,9.13925553771608e-09,9.447273598091916e-09,8.99999993681559e-09,1.7472563308477147e-07,9.001249869629813e-09,7.643540802384015e-05,3.517388178391935e-06,1.1381038271442456e-05,9.006443188994936e-09,9.981118061293309e-09,9.319739532313346e-09,1.1443033198884147e-07,2.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,1.0,5.0,2.0,3.0,2.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0
Odorscene20,9.577042394516916e-23,0.00016723860427344606,5.092831370522266e-20,0.00029992907485351525,3.8138013702082426e-14,4.907754978007249e-07,2.5484770370341882e-26,3.702520228061005e-19,3.572503319762294e-17,2.685518109319637e-09,2.5191349200745198e-27,3.819167752147853e-30,9.189525757356284e-57,6.378778650772877e-32,3.479696422493643e-15,3.991948143121275e-06,8.926981308259259e-40,3.8592941556901465e-15,5.72032307711606e-17,7.373130113778564e-12,4.1469592121191954e-06,2.3246910916770506e-11,3.448944305020376e-18,2.3624310055398647e-40,7.449216402924582e-47,4.969235338496435e-06,0.0018382554915300933,1.011194315528219e-22,2.5360392513034988e-05,9.374995578948757e-25,2.6045528277673125e-08,0.004234524887909554,1.2808774511676541e-08,0.007034906963423126,1.233819611022671e-08,0.000186157247702131,1.0003373065752216e-08,3.124701234324695e-08,1.0251483885849533e-08,6.187655977199453e-07,1.3299788552617166e-08,1.0164966380203903e-08,1.0023221090138292e-08,1.0106107919701094e-08,1.3945679745079001e-08,0.00024061934876980912,1.0022927711223456e-08,1.2184857912058435e-06,5.238105046688098e-08,5.185627082126955e-08,5.4633302398702586e-05,3.920551339643591e-08,1.606580409200582e-08,1.0014903169643548e-08,1.0066357869922646e-08,0.00032154293136866797,0.006451662904500591,1.140164424364812e-08,0.002091595850811728,1.0006783881819287e-08,2.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0
Odorscene21,1.3391397358656704e-27,1.0401159737107111e-10,2.4778360929756538e-58,1.2573591754944962e-30,2.7904469197756647e-56,3.468856786052394e-41,6.281087134019864e-19,4.9183555071246086e-29,5.4063931554136486e-11,8.351083937507811e-92,4.3378212612857195e-19,4.3482254213016985e-23,1.1317641159332788e-19,3.6581301713510457e-16,8.475490492637624e-15,2.2522952098235215e-05,1.034677364712583e-42,4.943639534772907e-15,4.5324619826468646e-08,1.0947207384589624e-18,1.2090979451979268e-17,6.295793265055595e-81,6.240701078479272e-24,2.7960016684145926e-11,5.82604733396748e-17,1.4991130181332117e-10,3.1648126246683643e-57,5.212344620665637e-65,6.176735944773773e-31,4.3455497417110994e-14,1.2022440785116667e-08,1.5557383033278963e-08,1.200008735524892e-08,1.2984595727680192e-08,2.4116758170791593e-08,1.1565732682179297e-07,1.2167491285131255e-08,1.2399133147313894e-08,1.7462365260934166e-08,1.2006708850027496e-08,1.3331709380513481e-08,9.268796314089251e-08,0.0002472024689537461,0.001878475314007816,1.2064444926412358e-08,0.09796099620937583,1.3156590188145056e-08,1.2206092925370018e-08,3.424561590514642e-07,0.00015579608216947637,1.9646428116962185e-06,1.2000017007146239e-08,3.151566763345461e-07,1.372130384488774e-08,9.780283280052112e-08,0.0011582218732468568,1.39107285943344e-08,1.4547359107011618e-08,6.0553320820766535e-06,1.5469729425794266e-07,1.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0
Odorscene22,1.0403129345366947e-07,0.007169241194263432,2.788749739382094e-16,4.553760896116509e-12,0.05381507139652572,0.00010516399606963042,0.13698661418142155,7.905790829048772e-30,1.4781596593886163e-18,1.2413320186181733e-06,4.524684132796647e-33,4.1228067228511657e-07,1.4979948600163065e-09,5.099651556382495e-17,3.0965391657892574e-21,5.414313223181145e-14,0.00016930849860108968,9.3474432281987e-25,1.4079998054106333e-08,1.1901496685056318e-20,1.3689871638636634e-07,1.0947212827925388e-54,8.41361364550272e-31,6.311606937212228e-25,1.3488510955461797e-41,4.592603217795819e-16,3.76992008722048e-29,1.0468604190088132e-18,2.6575915465629186e-20,6.794867079091326e-06,6.399728893326593e-05,0.24107169322395092,0.00020497419872583266,0.0006095567699294504,0.08534195825800893,0.02581953843295179,0.1574593752229113,3.8947294885582964e-08,3.4997731867331116e-08,0.03124882515378887,1.4211689411369387e-06,6.337216096278934e-05,0.0004235382597729455,4.694859068877371e-05,3.436864338319222e-08,1.455401291721661e-08,0.03569572656167538,1.4462111246047718e-08,0.00276321430120826,6.097253089991395e-06,0.0003525690726817655,1.4207027781588531e-08,1.4002919917673932e-08,1.590370377822322e-08,1.4007506844821626e-08,0.0005800720676871606,3.309155479673627e-08,3.900636096099325e-06,3.519130023650013e-05,0.004569755504349555,2.0,0.0,2.0,1.0,0.0,5.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,8.0,1.0,1.0,4.0,4.0,3.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,3.0,0.0
Odorscene23,2.3233834511239298e-09,1.6642168024749653e-05,0.001355599346335842,0.0009842296693173508,0.3494417635490242,0.00011435005648842552,0.019075687411559062,5.1098521707367856e-05,2.5889618886489175e-07,6.330219448088258e-06,1.71366887600585e-10,8.951922350726102e-17,3.1870906868937675e-07,1.1778425438078333e-05,0.1583146550357647,0.013122052467937769,0.029506490608310575,0.000515162584087502,0.0001937564736901437,0.0005286631227798743,0.0002596163016886601,2.5303417016620723e-10,9.51743557274442e-15,2.4674854137505195e-05,2.185633947176502e-05,0.08024174933187476,0.04487793842237353,0.19910097604589833,6.537975815187781e-05,0.01877455810670456,8.43438262901885e-06,7.753892378139441e-05,0.0036930704031908844,0.003216927777045691,0.384038105404447,0.00048383529369019684,0.030357515475074214,0.0003226160728333975,0.00019278909249424806,0.011618475523537177,7.525784494009445e-06,1.6175285797508555e-08,2.9195865185902392e-06,0.00010127812301221286,0.18774017471560622,0.03357823075200103,0.07902145032593354,0.002037275078058778,0.005823995836211612,0.0019887715347024514,0.0007323259902690993,9.164328188820016e-05,1.62210117872215e-08,0.00020321534860609633,0.0001784841331207484,0.10845854600916888,0.0737949307716406,0.23127454827727534,0.00029438890617598866,0.03604848833441045,4.0,1.0,1.0,1.0,2.0,4.0,2.0,6.0,0.0,3.0,0.0,1.0,1.0,3.0,3.0,4.0,4.0,6.0,0.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0
Odorscene24,5.683635282975299e-05,1.0325443854456853e-07,0.08410168055657155,5.749296918659956e-07,3.3538663570312984e-07,1.6028102060718353e-06,0.0053642891016083185,5.101174924066816e-05,7.666012984937409e-10,0.009165766725156342,2.7073121419285772e-05,4.964423522348413e-10,0.28299908757841635,1.1866078603150917e-08,0.003357155371077806,0.14176450750599226,0.1803170177881068,0.04329809091883336,0.03225547089426668,0.11076845498614904,0.23280261785912013,0.006780797846231106,2.141307501834537e-07,3.97640527818405e-05,1.3541140642685117e-08,0.0001804482193630825,0.0007076133344433459,2.8412938513470035e-09,0.012805339677476674,1.2351565315949574e-06,0.017770335726438078,1.8377887673475122e-06,0.12039635744261167,4.218508625183211e-06,5.780243816051251e-05,2.4874385529140993e-05,0.01002060813808679,0.00014963617100264157,4.32737842826293e-06,0.036484968431959745,0.0001892124966681806,6.44663780859853e-06,0.34267939026699673,8.322997595149134e-07,0.009522129570765536,0.19056817688786173,0.2503845449988185,0.06733875126645583,0.05900136926760788,0.16128848992182063,0.2716006839268198,0.010664373421756008,4.79173945766769e-06,0.00026066009975486877,6.691458914856052e-05,0.0008877154294639584,0.001608328339894118,3.827904166568514e-05,0.022017378379153053,0.00018522094600418047,4.0,1.0,1.0,2.0,0.0,4.0,6.0,6.0,2.0,1.0,0.0,3.0,5.0,1.0,4.0,3.0,4.0,7.0,5.0,0.0,4.0,6.0,10.0,1.0,1.0,6.0,4.0,0.0,0.0,2.0
Odorscene25,4.467991740102622e-10,9.710636484988451e-14,0.011674740234575017,1.047235113096547e-18,0.0001117336333001637,0.0021379661090058354,2.789018799908849e-11,2.611950774663203e-07,3.4569528499907807e-13,7.7525036899506e-20,6.052029820991157e-08,1.1386544165686444e-13,9.632102392969873e-14,2.96420494626425e-17,7.06465595599333e-15,0.09091462991594229,2.477993922891079e-17,3.1069263059367306e-06,0.007091283771749301,0.07591726261314186,0.021900139883197316,0.002841605659913621,4.066230078639619e-12,0.03514869520296158,2.3402705861511236e-33,0.0019066982868293344,0.009112776269531934,3.363009419086957e-14,0.024523576259584075,6.605062260500622e-08,0.0007021198869228153,2.5603465144163062e-08,0.1963992626492857,3.984906136926729e-08,0.00026445574094597203,0.023813237211946364,2.3315178255283658e-05,1.8862138804976146e-05,1.7896352380914076e-05,1.0027564348731372e-07,5.4911424437515966e-05,1.3162323634925426e-07,6.535815505125116e-08,6.664020410804795e-08,1.9540462212478648e-05,0.3533327110419147,3.554159341791734e-08,1.438127317683188e-05,0.04984009536731592,0.42546064544865453,0.05187727096128782,0.009434443483859608,1.4520353850123082e-07,0.14559528767120308,6.497006776342905e-08,0.0033042765194033637,0.05299430778852646,5.427805878258908e-08,0.032761005406624466,2.2912416878789979e-07,5.0,0.0,0.0,4.0,2.0,5.0,5.0,7.0,0.0,5.0,0.0,1.0,5.0,4.0,5.0,2.0,5.0,2.0,7.0,2.0,7.0,4.0,5.0,2.0,4.0,2.0,1.0,6.0,4.0,3.0
Odorscene26,5.804515652449683e-09,0.0007346080445125654,0.4593557262275885,2.9166714502266e-09,0.0017384617155671485,0.00022518284631441797,8.788610200256385e-06,3.4231795396783024e-06,2.4787729098295177e-12,0.08717709968272527,7.18776348288815e-09,5.629789024777901e-13,0.00011113831457792814,0.0002309970369958291,4.798367278234841e-05,0.1519781869285004,2.353011995152334e-05,1.6671431458919037e-06,1.6549473236068645e-07,0.010720231007534733,6.521377928540963e-07,0.3865360572354272,7.945400634716801e-11,0.18996374072792355,2.1961234786700914e-08,0.0005295508875804908,6.632132236603925e-07,1.3620973166088073e-06,1.6684569224166324e-06,3.9000150463109893e-10,0.00028803073998634574,0.0015513787851365694,0.4962408606664285,9.385324504115455e-08,0.0034358874258277323,0.0005808340796885497,2.4353885516850512e-05,0.05813274255596308,8.849284012632239e-06,0.1077825543284001,8.873994958093109e-08,7.284356068347637e-08,0.00025699412922537603,0.0004457673311394198,0.0001536845718325347,0.178190836632654,6.721017748531429e-05,6.606753018577822e-06,8.628753195319506e-07,0.01573741378792867,2.592597037240404e-06,0.39771837815205413,3.231712423075957e-08,0.21905864158185417,2.213224111394645e-07,0.0010390326426866505,2.5100523110991776e-06,5.534939854152974e-06,0.015251882955826355,3.645712355414773e-08,3.0,0.0,3.0,6.0,1.0,3.0,17.0,11.0,0.0,2.0,3.0,3.0,6.0,5.0,8.0,2.0,6.0,3.0,18.0,2.0,3.0,4.0,7.0,3.0,6.0,4.0,0.0,5.0,3.0,3.0
Odorscene27,0.0036719187193387363,3.566219731939482e-05,9.932242259409308e-07,3.1471058181454326e-13,1.0109239711656184e-09,1.4495095439461333e-06,5.426920960290841e-07,1.2149250212926616e-05,2.3046455518268504e-05,3.551362470385759e-07,0.023312342959942507,7.482731113048586e-06,0.00026993246283517586,3.2747413967503083e-09,0.00043074468126646907,1.2504238484127528e-08,1.4712823554640083e-11,6.803819129718754e-07,8.193965870698567e-09,3.2833172315382324e-08,0.034854680861989805,7.175978198769086e-06,0.0002444227374539457,0.00010898509717989296,2.643094065675034e-11,9.366618018119564e-12,0.004076063059378308,0.0013262763980906127,2.9132316950655453e-06,7.693719956596985e-05,0.005021247507918691,7.079241463108284e-05,2.7465448313570854e-06,3.599675913961974e-08,1.0930620896957291e-06,3.278503799713098e-06,1.28372893905842e-05,0.011098423921224516,0.0005220202877829251,8.515296040976239e-07,0.044430526929861124,0.00045432888385333486,0.00042786131456839084,3.044657827929385e-07,0.0006288473655040696,8.798507161199902e-08,8.231757560310955e-08,0.0009323244388744149,4.165586448640385e-06,2.2557101305038286e-05,0.0419357659175599,0.0013965318088079613,0.04095414611697806,0.0027893189436235043,4.1501233712871816e-07,3.755735447266136e-06,0.09488092957827463,0.0018034688401131578,3.0213982993032086e-05,0.0021276945822688888,3.0,0.0,0.0,3.0,1.0,6.0,12.0,6.0,2.0,5.0,3.0,3.0,8.0,3.0,7.0,2.0,4.0,5.0,12.0,6.0,5.0,1.0,7.0,3.0,8.0,4.0,1.0,6.0,6.0,2.0
